aso,brand,capacity,color,fuel_type,horse_power,is_used,mileage,no_accidents,number_of_doors,origin_country,price,transmission,type,year
True,Volvo,2400,Inny kolor,Diesel,185,True,303000,True,5,Szwajcaria,31500,Automatyczna,None,2008
True,BMW,1499,Biały,Benzyna,136,True,4500,True,5,Polska,204900,Automatyczna,None,2023
None,Skoda,1984,Szary,Benzyna,245,False,5,True,5,Polska,245600,Automatyczna,None,2023
None,Toyota,1798,Szary,Benzyna,147,True,157500,None,5,None,66500,Manualna,None,2016
None,Renault,1598,Inny kolor,Benzyna,110,True,228000,None,5,None,5990,Manualna,None,2007
True,Toyota,1798,Biały,Hybryda,98,True,115000,None,5,Polska,66700,Automatyczna,None,2021
None,Land Rover,2993,Szary,Diesel,255,True,204200,None,5,Polska,99000,Automatyczna,None,2014
None,Citroën,1560,Czarny,Diesel,92,True,148447,None,3,None,14900,Manualna,None,2012
None,Toyota,1998,Szary,Diesel,126,True,251200,True,5,None,22800,Manualna,None,2009
True,Citroën,1560,Biały,Diesel,112,True,178000,True,5,Niemcy,28900,Manualna,None,2011
None,Tesla,None,Biały,Elektryczny,514,True,45000,None,5,None,234900,Automatyczna,None,2021
True,Volvo,2400,Biały,Diesel,190,True,231000,True,5,Polska,89900,Automatyczna,None,2017
None,Renault,1598,Szary,Diesel,130,True,220400,None,5,None,13900,Manualna,None,2013
True,Mercedes-Benz,1950,Biały,Diesel,163,True,37000,True,4,Polska,219900,Automatyczna,None,2022
None,Fiat,1368,Biały,Benzyna+LPG,95,True,255000,None,5,Polska,19900,Manualna,None,2016
None,Citroën,1199,Biały,Benzyna,130,True,77092,None,5,Francja,15900,Manualna,None,2016
None,BMW,1998,Czarny,Benzyna,231,True,40300,None,5,None,119000,Automatyczna,None,2019
True,Renault,1618,Granatowy,Benzyna,205,True,72000,True,5,Polska,69900,Automatyczna,None,2017
None,Audi,2771,Granatowy,Benzyna+LPG,193,True,287270,True,4,Niemcy,10900,Manualna,None,1997
True,Mercedes-Benz,2925,Inny kolor,Diesel,330,True,6454,True,5,Polska,474900,Automatyczna,None,2023
None,Opel,1229,Niebieski,Benzyna,80,True,166000,None,5,Niemcy,16900,Manualna,None,2009
None,Peugeot,1199,Szary,Benzyna,82,True,86000,None,5,None,40900,Manualna,None,2017
True,Ford,1498,Bordowy,Benzyna,150,True,156000,True,5,Niemcy,38000,Manualna,None,2016
True,Skoda,1968,Czarny,Diesel,140,True,215200,True,5,Niemcy,19700,Manualna,None,2010
None,Volkswagen,1968,Czarny,Diesel,170,True,188532,None,5,None,69909,Manualna,None,2014
True,Audi,1984,Czarny,Benzyna,265,True,79928,True,5,Stany Zjednoczone,129999,Automatyczna,None,2018
True,Ford,1498,Niebieski,Benzyna,160,True,59300,True,5,Polska,66900,Automatyczna,None,2018
True,Ford,998,Niebieski,Benzyna,100,True,109000,True,5,None,23500,Manualna,None,2013
True,Toyota,1798,Biały,Hybryda,98,True,9000,True,5,Polska,115000,Automatyczna,None,2020
None,Citroën,1199,Fioletowy,Benzyna,110,True,45000,True,5,Niemcy,44000,Manualna,None,2015
None,Peugeot,1997,Srebrny,Benzyna,138,True,190477,None,2,None,5200,Manualna,None,2003
None,Renault,1598,Czerwony,Benzyna,88,True,194089,None,3,None,8999,Manualna,None,2006
None,MINI,1397,Beżowy,Benzyna,95,True,200005,None,3,None,15900,Manualna,None,2008
True,Audi,1984,Czerwony,Benzyna,265,True,48400,True,5,None,229900,Automatyczna,None,2021
True,Ford,1997,Biały,Diesel,150,True,148000,True,5,Dania,71500,Automatyczna,None,2018
True,Hyundai,1591,Srebrny,Benzyna,132,True,62957,True,5,Polska,76900,Manualna,None,2017
None,Suzuki,1998,Inny kolor,Diesel,87,True,175000,None,5,None,25500,Manualna,None,2004
True,Volkswagen,1968,Brązowy,Diesel,140,True,210747,True,5,Niemcy,39900,Manualna,None,2012
None,Toyota,1999,Zielony,Benzyna,150,True,260000,None,5,Niemcy,12500,Manualna,None,2004
None,Citroën,1560,Szary,Diesel,112,True,131000,None,5,None,34999,Manualna,None,2011
None,Ford,2198,Czarny,Diesel,150,True,193400,None,5,None,82000,Manualna,None,2015
True,Volvo,1969,Biały,Diesel,190,True,151000,True,5,None,89800,Manualna,None,2019
None,Ford,1999,Bordowy,Hybryda,187,True,116000,None,4,Kanada,73900,Automatyczna,None,2017
True,Audi,1968,Inny kolor,Diesel,143,True,244600,True,5,Niemcy,39900,Manualna,None,2011
True,Opel,1956,Srebrny,Diesel,170,True,189392,True,5,Niemcy,69700,Automatyczna,None,2020
None,Renault,1598,Czarny,Benzyna,112,True,91000,True,5,Niemcy,9400,Manualna,None,2006
True,Volkswagen,1984,Srebrny,Benzyna,115,True,154000,True,5,Niemcy,18900,Automatyczna,None,2002
None,Lexus,2995,Zielony,Benzyna,249,True,297500,True,4,Dania,30500,Automatyczna,None,2006
None,Peugeot,1997,Biały,Diesel,140,True,173000,None,2,None,25900,Manualna,None,2010
None,Hyundai,1396,Czarny,Benzyna,109,True,179050,None,5,None,17900,Manualna,None,2011
True,Ford,1996,Szary,Diesel,170,True,260000,True,5,Polska,172859,Manualna,None,2021
None,Ford,2198,Biały,Diesel,125,True,330000,None,4,None,69900,Manualna,None,2012
None,Volkswagen,1896,Czarny,Diesel,105,True,378000,None,5,None,12500,Manualna,None,2005
None,Ford,1999,Inny kolor,Benzyna,203,True,180000,None,5,None,30000,Automatyczna,None,2013
True,Kia,1120,Czarny,Diesel,75,True,202700,True,5,Niemcy,27900,Manualna,None,2016
True,Mercedes-Benz,1950,Czarny,Diesel,150,True,197000,True,4,Polska,128000,Automatyczna,None,2018
True,Toyota,998,Biały,Benzyna,72,True,99128,True,5,Polska,41900,Manualna,None,2019
None,BMW,1995,Czarny,Diesel,143,True,247664,None,5,None,17600,Manualna,None,2011
True,Volkswagen,1598,Czarny,Diesel,105,True,226611,True,5,Belgia,24900,Manualna,None,2011
None,Volvo,1596,Biały,Benzyna,150,True,150000,True,5,None,52000,Manualna,None,2014
True,Toyota,1798,Niebieski,Hybryda,98,True,81726,None,5,None,81000,Automatyczna,None,2019
True,Volvo,1969,Czarny,Diesel,235,True,99000,True,5,Polska,184900,Automatyczna,None,2018
True,Skoda,1968,Inny kolor,Diesel,184,True,179150,True,5,Niemcy,50900,Manualna,None,2014
None,Fiat,1248,Czerwony,Diesel,70,True,227000,None,3,None,5900,Manualna,None,2005
None,BMW,2993,Czarny,Diesel,204,True,304000,None,5,None,17900,Manualna,None,2004
None,Volkswagen,1968,Złoty,Diesel,150,True,263000,None,5,None,45500,Automatyczna,None,2016
None,BMW,2979,Biały,Benzyna,306,True,108587,None,2,Stany Zjednoczone,120000,Automatyczna,None,2016
None,Honda,2204,Czarny,Diesel,140,True,250000,None,5,None,17900,Manualna,None,2007
None,Seat,1968,Biały,Diesel,184,True,66100,None,5,None,77500,Automatyczna,None,2019
None,Opel,1956,Brązowy,Diesel,170,True,193498,True,5,Polska,59900,Automatyczna,None,2015
True,Audi,1968,Srebrny,Diesel,150,True,142000,True,5,Belgia,83900,Automatyczna,None,2018
True,Ford,1242,Szary,Benzyna,69,True,147000,True,3,Niemcy,15800,Manualna,None,2011
None,Mercedes-Benz,2987,Czarny,Diesel,258,True,245000,None,5,None,78800,Automatyczna,None,2012
None,BMW,2996,Czarny,Benzyna,218,True,345676,None,5,None,15000,Automatyczna,None,2008
None,Toyota,1587,Bordowy,Benzyna,116,True,190897,None,5,None,8900,Manualna,None,1995
None,Toyota,1995,Szary,Diesel,143,True,124000,None,5,Japonia,89175,Manualna,None,2016
True,Volvo,1998,Czarny,Diesel,136,True,285350,None,5,Francja,19700,Manualna,None,2009
True,Volvo,1984,Szary,Diesel,150,True,221000,True,5,Niemcy,29800,Manualna,None,2012
None,Audi,2393,Inny kolor,Benzyna,177,True,257000,None,4,None,22900,Automatyczna,None,2006
None,BMW,2993,Inny kolor,Diesel,306,True,227500,None,5,None,71900,Automatyczna,None,2012
True,Peugeot,1360,Złoty,Benzyna,88,True,231000,True,5,Polska,6100,Manualna,None,2004
True,Skoda,999,Srebrny,Benzyna,95,True,155000,None,5,Polska,24900,Manualna,None,2022
None,Opel,1598,Zielony,Diesel,125,True,540000,True,4,Polska,48500,Manualna,None,2017
True,Audi,2967,Czarny,Diesel,286,True,36000,True,5,Niemcy,225000,Automatyczna,None,2018
None,BMW,1997,Srebrny,Benzyna,245,True,209000,None,5,None,58900,Automatyczna,None,2013
None,Citroën,1560,Biały,Diesel,99,True,152090,None,5,None,22900,Manualna,None,2015
None,Volkswagen,1798,Szary,Benzyna,180,True,71708,None,5,Stany Zjednoczone,56500,Automatyczna,None,2017
True,Audi,1984,Szary,Benzyna,265,True,11000,None,4,Stany Zjednoczone,178350,Automatyczna,None,2021
True,Volvo,1969,Szary,Diesel,235,True,199000,True,5,None,125900,Automatyczna,None,2017
None,BMW,None,Biały,Elektryczny,170,True,54015,None,5,None,64900,Automatyczna,None,2015
True,Ford,1499,Biały,Diesel,100,True,305000,None,5,Polska,33900,Manualna,None,2017
None,Nissan,1598,Biały,Diesel,130,True,108000,None,5,Francja,69800,Manualna,None,2015
True,Kia,1598,Srebrny,Diesel,115,True,58300,True,5,Austria,82777,Manualna,None,2019
True,Kia,1995,Szary,Diesel,184,True,150000,True,5,Niemcy,48999,Manualna,None,2012
None,Citroën,1199,Szary,Benzyna,110,True,61000,None,5,Francja,48900,Manualna,None,2018
None,Audi,2967,Granatowy,Diesel,262,True,146143,None,4,None,145000,Automatyczna,None,2015
True,Opel,1499,Szary,Diesel,130,True,145000,True,5,Polska,69500,Manualna,None,2019
True,Mazda,2488,Czarny,Benzyna,170,True,259000,None,5,Szwajcaria,27499,Manualna,None,2009
None,Opel,1686,Szary,Diesel,110,True,230000,True,5,Belgia,18900,Manualna,None,2010
None,Nissan,1197,Niebieski,Benzyna,115,True,58000,None,5,None,59900,Manualna,None,2018
True,BMW,1995,Biały,Diesel,190,True,126000,True,5,Niemcy,139900,Automatyczna,None,2019
None,Toyota,998,Błękitny,Benzyna,69,True,163000,None,5,None,7700,Manualna,None,2007
True,Volvo,1969,Czarny,Diesel,225,True,51000,True,5,Niemcy,159000,Automatyczna,None,2016
None,Hyundai,1248,Czerwony,Benzyna,78,True,177500,None,5,None,18500,Manualna,None,2011
True,Audi,2967,Czarny,Diesel,245,True,299999,None,5,Polska,69900,Automatyczna,None,2011
None,Dacia,1598,Brązowy,Benzyna+LPG,105,True,263000,True,5,Polska,25900,Manualna,None,2010
None,Opel,None,Pomarańczowy,Elektryczny,136,True,5500,None,5,None,95000,Automatyczna,None,2022
None,MINI,1598,Czarny,Diesel,112,True,224000,None,3,Niemcy,21900,Manualna,None,2011
True,Citroën,1997,Brązowy,Diesel,150,True,215000,None,5,Niemcy,42000,Automatyczna,None,2014
True,Volkswagen,1198,Srebrny,Benzyna,60,True,156000,True,3,Niemcy,18900,Manualna,None,2010
True,Ford,998,Niebieski,Benzyna,95,True,49000,True,5,Polska,57000,Manualna,None,2020
True,Skoda,1395,Czarny,Benzyna,150,True,70000,None,5,Niemcy,39900,Automatyczna,None,2017
None,Hyundai,1396,Biały,Diesel,90,True,210989,None,5,None,18900,Manualna,None,2017
True,Mercedes-Benz,4663,Czarny,Benzyna,456,True,103800,None,4,None,178000,Automatyczna,None,2015
None,Audi,2995,Srebrny,Benzyna,354,True,97000,None,5,None,174400,Automatyczna,None,2017
True,BMW,2993,Biały,Diesel,313,True,77442,True,5,Polska,198500,Automatyczna,None,2017
True,Ford,1499,Bordowy,Benzyna,150,True,148000,True,5,Polska,60000,Manualna,None,2015
None,Renault,1995,Srebrny,Diesel,130,True,230000,None,5,None,13900,Manualna,None,2009
None,BMW,1995,Szary,Diesel,184,True,199000,True,5,Francja,64990,Automatyczna,None,2014
True,Mercedes-Benz,2996,Niebieski,Benzyna,390,True,59627,True,5,Polska,275000,Automatyczna,None,2017
None,Dodge,5654,Bordowy,Benzyna+LPG,390,True,31000,None,4,Stany Zjednoczone,215000,Automatyczna,None,2019
True,Mercedes-Benz,1598,Biały,Diesel,114,True,240000,True,4,Polska,105000,Manualna,None,2018
None,Seat,1968,Srebrny,Diesel,140,True,169000,None,5,None,13900,Manualna,None,2007
None,Peugeot,1997,Szary,Diesel,140,True,193000,None,5,None,39999,Manualna,None,2015
True,Honda,1993,Czerwony,Hybryda,184,True,37000,True,5,Polska,139900,Automatyczna,None,2020
None,Ford,1997,Szary,Diesel,190,True,79500,True,5,Niemcy,92000,Manualna,None,2019
True,Skoda,1984,Biały,Benzyna,230,True,124366,True,5,Polska,85000,Automatyczna,None,2018
None,Mercedes-Benz,2148,Granatowy,Diesel,150,True,312000,None,2,Niemcy,26500,Automatyczna,None,2008
True,Chrysler,3598,Czarny,Benzyna,286,True,232221,None,5,Stany Zjednoczone,54999,Automatyczna,None,2013
None,Volkswagen,1984,Srebrny,Benzyna,210,True,208000,None,3,None,30000,Manualna,None,2009
None,Ford,1999,Czarny,Benzyna,242,True,147500,None,5,Kanada,68880,Automatyczna,None,2017
None,Skoda,1798,Srebrny,Benzyna,160,True,205700,None,5,None,15900,Manualna,None,2008
True,Volkswagen,1598,Czarny,Diesel,110,True,237420,True,5,Niemcy,38500,Manualna,None,2014
True,Opel,1364,Czarny,Benzyna,120,True,85000,True,5,Niemcy,34900,Manualna,None,2014
True,Jaguar,1999,Czarny,Diesel,180,True,122000,True,4,Polska,82000,Automatyczna,None,2016
True,Fiat,1598,Szary,Diesel,120,True,157000,True,5,Szwajcaria,38900,Manualna,None,2016
True,Opel,1598,Czarny,Diesel,160,True,130000,True,5,Niemcy,43800,Manualna,None,2016
None,BMW,2494,Czarny,Benzyna+LPG,192,True,298000,None,5,None,24999,Automatyczna,None,2003
None,BMW,1598,Czarny,Benzyna,102,True,133000,None,3,Niemcy,25900,Manualna,None,2014
None,Dacia,1600,Biały,Benzyna+LPG,102,True,198000,None,2,Polska,31000,Manualna,None,2016
None,Suzuki,1242,Czarny,Hybryda,90,True,46240,None,5,None,56500,Manualna,None,2019
True,Kia,1685,Szary,Diesel,141,True,160000,True,5,Polska,76700,Automatyczna,None,2017
True,Audi,2967,Czarny,Diesel,218,True,118322,True,5,Polska,165000,Automatyczna,None,2017
True,Volvo,1969,Biały,Diesel,190,True,115000,True,5,Polska,159900,Automatyczna,None,2019
None,Audi,1968,Czarny,Diesel,177,True,253180,True,4,Polska,56900,Manualna,None,2011
None,Volkswagen,2967,Biały,Diesel,245,True,130000,None,5,None,115000,Automatyczna,None,2013
True,BMW,2993,Inny kolor,Diesel,306,True,285000,True,4,Polska,75000,Automatyczna,None,2011
None,Audi,1968,Biały,Diesel,177,True,220000,None,5,None,59900,Automatyczna,None,2013
None,Volkswagen,1390,Czarny,Benzyna,140,True,192000,None,5,None,17900,Manualna,None,2008
None,Ford,1996,Biały,Diesel,213,True,61000,None,4,None,171500,Automatyczna,None,2021
True,Opel,1686,Czerwony,Diesel,130,True,201585,True,5,Niemcy,41800,Manualna,None,2014
None,Opel,1796,Szary,Benzyna,125,True,190000,None,5,Polska,6600,Manualna,None,2004
None,Renault,1461,Srebrny,Diesel,90,True,138086,True,5,Polska,43500,Manualna,None,2017
True,Volvo,1969,Srebrny,Diesel,181,True,258650,True,5,Włochy,44900,Automatyczna,None,2015
None,Volkswagen,2461,Szary,Diesel,131,True,307000,None,4,Niemcy,41000,Manualna,None,2005
None,Peugeot,1598,Inny kolor,Hybryda,180,True,49300,None,5,None,109000,Automatyczna,None,2020
True,Toyota,1798,Biały,Hybryda,99,True,200474,True,5,Polska,62900,Automatyczna,None,2016
True,Audi,1798,Czarny,Benzyna,170,True,285000,True,5,Niemcy,56999,Automatyczna,None,2012
None,Opel,1956,Niebieski,Diesel,164,True,289500,None,5,Holandia,18900,Manualna,None,2011
None,Fiat,1245,Czerwony,Benzyna,82,True,88000,None,3,None,9999,Manualna,None,2010
None,Mercedes-Benz,1796,Srebrny,Benzyna,163,True,204000,None,5,None,17000,Automatyczna,None,2004
None,Citroën,1199,Biały,Benzyna,82,True,20550,None,5,Polska,55900,Manualna,None,2019
True,Opel,1686,Biały,Diesel,110,True,198000,True,5,Niemcy,27500,Manualna,None,2014
None,Hyundai,1582,Czarny,Diesel,110,True,192000,None,5,Francja,38900,Manualna,None,2015
True,Mercedes-Benz,2143,Czarny,Diesel,190,True,103000,None,4,Polska,282900,Automatyczna,None,2018
None,Volvo,1560,Czarny,Diesel,110,True,205000,None,5,None,5800,Manualna,None,2007
True,Audi,1968,Biały,Diesel,190,True,107000,True,5,Polska,149000,Automatyczna,None,2018
None,Opel,1400,Srebrny,Benzyna+LPG,100,True,110000,None,5,None,40000,Manualna,None,2016
None,Volkswagen,1984,Czarny,Benzyna,220,True,101000,None,5,None,62900,Manualna,None,2018
True,Hyundai,1685,Srebrny,Diesel,141,True,139700,True,5,Polska,74900,Automatyczna,None,2016
None,Mazda,2488,Szary,Benzyna,194,True,62900,None,5,Stany Zjednoczone,92500,Automatyczna,None,2019
None,Ford,1560,Niebieski,Diesel,109,True,251600,None,5,None,12200,Manualna,None,2010
True,Skoda,1968,Niebieski,Diesel,140,True,238123,None,5,None,25990,Manualna,None,2011
True,Jeep,3778,Srebrny,Benzyna,199,True,65000,True,3,Stany Zjednoczone,95700,Manualna,None,2011
None,Mercedes-Benz,2800,Granatowy,Benzyna,197,True,254000,True,5,Niemcy,22900,Automatyczna,None,1996
None,Volkswagen,1968,Czarny,Diesel,150,True,139000,None,4,None,124900,Manualna,None,2015
True,Ford,2483,Bordowy,Hybryda,152,True,14900,None,5,Finlandia,109900,Automatyczna,None,2021
None,Suzuki,1586,Biały,Benzyna,120,True,129250,None,5,Polska,39400,Manualna,None,2017
True,Hyundai,1368,Bordowy,Benzyna,100,True,59000,None,5,Niemcy,50900,Manualna,None,2017
True,Volkswagen,2967,Czarny,Diesel,224,True,266000,True,4,Niemcy,28900,Automatyczna,None,2007
None,Audi,1984,Czarny,Benzyna,252,True,38000,None,5,Stany Zjednoczone,109900,Automatyczna,None,2018
True,Mazda,1998,Brązowy,Benzyna,120,True,118300,None,5,Polska,62900,Manualna,None,2017
True,Volkswagen,1968,Brązowy,Diesel,204,True,180379,True,5,Niemcy,169000,Automatyczna,None,2016
None,Mercedes-Benz,1796,Czarny,Benzyna,184,True,260000,True,4,Niemcy,43900,Automatyczna,None,2009
True,Toyota,2487,Czerwony,Benzyna,177,True,10120,None,5,Stany Zjednoczone,178000,Automatyczna,None,2022
True,Volvo,1969,Czarny,Benzyna,250,True,34000,None,4,Stany Zjednoczone,114900,Automatyczna,None,2019
None,Ford,1388,Granatowy,Benzyna,90,True,42188,None,5,None,29900,Manualna,None,2013
True,Nissan,1197,Czarny,Benzyna,115,True,60000,True,5,None,42999,Manualna,None,2014
None,Opel,1598,Brązowy,Diesel,110,True,210000,None,5,None,43900,Manualna,None,2016
None,Chrysler,3600,Srebrny,Benzyna,291,True,61200,None,5,Stany Zjednoczone,139000,Automatyczna,None,2019
True,Volkswagen,1968,Srebrny,Diesel,150,True,169000,None,5,Niemcy,52500,Manualna,None,2016
True,Ford,1499,Zielony,Benzyna,165,True,107000,True,5,Polska,85900,Manualna,None,2018
None,Jeep,2500,Szary,Diesel,116,True,231000,None,5,None,16500,Manualna,None,1997
None,BMW,1995,Czarny,Diesel,150,True,330000,None,3,None,19500,Manualna,None,2005
True,Volkswagen,1390,Złoty,Benzyna+LPG,122,True,260000,True,5,Niemcy,33500,Automatyczna,None,2012
True,Volvo,2400,Srebrny,Diesel,220,True,114000,True,5,Polska,89900,Automatyczna,None,2016
True,Mercedes-Benz,1991,Czarny,Benzyna,224,True,70000,True,5,Niemcy,109900,Automatyczna,None,2020
None,BMW,2998,Czerwony,Benzyna,340,True,130000,None,5,None,144999,Automatyczna,None,2018
True,Skoda,1968,Czarny,Diesel,190,True,150000,True,5,Polska,67400,Automatyczna,None,2019
None,Seat,1395,Biały,Benzyna,122,True,179515,True,5,Polska,39700,Manualna,None,2013
None,Seat,999,Szary,Benzyna,75,True,121000,True,5,Szwajcaria,35000,Manualna,None,2017
None,Kia,3342,Szary,Benzyna,370,True,35000,None,5,None,167000,Automatyczna,None,2019
True,Audi,1968,Bordowy,Diesel,150,True,234400,True,4,None,77500,Manualna,None,2017
None,Peugeot,1560,Brązowy,Diesel,120,True,219268,True,5,None,35900,Manualna,None,2015
None,Toyota,1497,Biały,Hybryda,74,True,38000,None,5,None,47900,Automatyczna,None,2014
True,Volvo,1798,Srebrny,Benzyna,125,True,270000,True,5,Holandia,20900,Manualna,None,2008
None,Alfa Romeo,1995,Srebrny,Benzyna,280,True,25989,None,5,None,89900,Automatyczna,None,2021
None,Renault,1397,Brązowy,Benzyna,130,True,167000,None,5,None,23900,Manualna,None,2011
True,BMW,4395,Granatowy,Benzyna,530,True,59650,True,5,Polska,424800,Automatyczna,None,2019
None,Volkswagen,1968,Brązowy,Diesel,199,True,223000,True,5,Niemcy,72500,Manualna,None,2010
True,Ford,1997,Czarny,Diesel,140,True,180200,True,5,Niemcy,38500,Automatyczna,None,2013
True,Opel,1399,Srebrny,Benzyna,150,True,87300,True,5,Polska,47900,Manualna,None,2016
True,Mazda,1998,Czerwony,Benzyna,120,True,118000,None,5,Polska,69900,Automatyczna,None,2016
True,BMW,4395,Biały,Benzyna,560,True,106500,None,4,Kanada,139000,Automatyczna,None,2012
None,Citroën,1560,Srebrny,Diesel,112,True,186320,None,5,Francja,14900,Manualna,None,2013
None,Mazda,2191,Niebieski,Diesel,150,True,231000,None,5,None,36900,Manualna,None,2013
None,BMW,1998,Biały,Benzyna,252,True,91000,None,5,None,87900,Automatyczna,None,2018
None,Hyundai,1248,Czarny,Benzyna,78,True,176655,True,3,Niemcy,18200,Manualna,None,2011
True,Nissan,1618,Szary,Benzyna,163,True,80000,True,5,None,91900,Manualna,None,2018
None,Audi,2967,Inny kolor,Diesel,233,True,350000,True,5,None,34900,Automatyczna,None,2006
None,BMW,1995,Granatowy,Diesel,184,True,261500,None,5,None,61900,Automatyczna,None,2012
None,Nissan,1198,Brązowy,Benzyna,80,True,160000,None,5,None,26900,Manualna,None,2013
None,Audi,1968,Granatowy,Diesel,143,True,232000,True,5,Włochy,23900,Manualna,None,2008
True,Ford,1997,Szary,Diesel,140,True,228000,True,5,Niemcy,14900,Manualna,None,2007
None,BMW,2993,Inny kolor,Diesel,286,True,303240,None,5,Niemcy,31900,Automatyczna,None,2008
True,Opel,1364,Czarny,Benzyna,120,True,170000,True,5,Niemcy,36900,Manualna,None,2012
True,Kia,1685,Brązowy,Diesel,115,True,193000,True,5,Niemcy,68000,Manualna,None,2016
True,Volkswagen,1390,Szary,Benzyna,80,True,180000,True,5,Niemcy,26900,Manualna,None,2009
True,Kia,1482,Biały,Benzyna,160,True,44000,True,5,Polska,76800,Manualna,None,2021
True,Audi,2967,Szary,Diesel,286,True,86000,True,5,Polska,189000,Automatyczna,None,2020
None,Mercedes-Benz,5491,Czerwony,Benzyna,227,True,77160,None,3,None,50000,Automatyczna,None,1989
None,Audi,1598,Brązowy,Diesel,105,True,270000,None,5,None,27900,Manualna,None,2012
None,Volkswagen,1598,Czarny,Diesel,105,True,209000,None,5,None,16500,Manualna,None,2012
None,Opel,1364,Beżowy,Benzyna,90,True,171200,True,5,Niemcy,14900,Manualna,None,2009
None,Seat,1968,Szary,Diesel,150,True,166100,None,5,None,74900,Automatyczna,None,2017
True,Volvo,1969,Czarny,Benzyna,250,True,89000,True,4,Polska,146999,Automatyczna,None,2019
None,Jeep,2768,Czarny,Diesel,177,True,248510,True,5,None,44000,Automatyczna,None,2009
True,Seat,1968,Srebrny,Diesel,140,True,147000,None,5,None,29500,Automatyczna,None,2015
True,Volkswagen,1968,Szary,Diesel,170,True,363500,None,5,None,49500,Automatyczna,None,2012
None,Toyota,2487,Biały,Hybryda,185,True,55000,None,5,Francja,149000,Automatyczna,None,2020
None,Nissan,None,Czarny,Elektryczny,150,True,86000,None,5,Francja,74000,Automatyczna,None,2018
None,Suzuki,1197,Czerwony,Hybryda,83,True,48000,None,5,None,63000,Automatyczna,None,2020
None,Volvo,1969,Biały,Benzyna,254,True,78754,None,4,Stany Zjednoczone,123700,Automatyczna,None,2018
None,Mercedes-Benz,2748,Brązowy,Benzyna,175,True,222222,None,3,None,65000,Automatyczna,None,1970
None,BMW,2993,Granatowy,Diesel,400,True,183000,None,5,None,355000,Automatyczna,None,2019
None,Mercedes-Benz,1767,Czerwony,Benzyna,38,True,50201,None,3,None,140000,Manualna,None,1950
True,BMW,1995,Czarny,Diesel,190,True,185000,True,5,Niemcy,69800,Automatyczna,None,2016
True,Audi,4134,Czarny,Diesel,385,True,255300,True,4,Czechy,184500,Automatyczna,None,2014
True,Ford,1242,Inny kolor,Benzyna,69,True,176000,True,3,Niemcy,13600,Manualna,None,2009
None,Toyota,1598,Srebrny,Benzyna,110,True,230000,None,5,None,19900,Manualna,None,2005
True,BMW,1998,Granatowy,Benzyna,252,True,34250,True,5,Polska,195000,Automatyczna,None,2021
None,Renault,1461,Czerwony,Diesel,90,True,181200,True,5,Polska,28290,Manualna,None,2015
True,Hyundai,1685,Błękitny,Diesel,115,True,175400,True,5,Niemcy,48600,Manualna,None,2014
None,Mercedes-Benz,2748,Brązowy,Benzyna,175,True,65800,None,3,None,57000,Automatyczna,None,1969
None,Hyundai,1582,Brązowy,Diesel,110,True,199000,None,5,None,20900,Manualna,None,2015
None,Mercedes-Benz,2745,Inny kolor,Benzyna,170,True,100,None,3,None,185000,Automatyczna,None,1970
True,Hyundai,1600,Czarny,Benzyna,135,True,75899,True,5,None,59800,Manualna,None,2015
None,BMW,1995,Błękitny,Benzyna,122,True,157000,None,3,None,19900,Manualna,None,2009
True,Audi,2995,Szary,Benzyna,340,True,129000,None,5,Niemcy,194000,Automatyczna,None,2019
True,Mercedes-Benz,2987,Czarny,Diesel,258,True,180000,True,5,Polska,106000,Automatyczna,None,2012
None,Skoda,1968,Czarny,Diesel,170,True,249000,None,5,Polska,33200,Manualna,None,2012
True,Citroën,1560,Bordowy,Diesel,92,True,108500,None,5,Francja,39000,Manualna,None,2017
None,Renault,1598,Biały,Diesel,130,True,178000,True,5,None,29999,Manualna,None,2013
None,Mercedes-Benz,4973,Czerwony,Benzyna,320,True,146650,None,3,None,20000,Automatyczna,None,1993
True,BMW,1995,Czarny,Diesel,190,True,138988,None,2,Austria,97170,Automatyczna,None,2016
True,MINI,1499,Niebieski,Benzyna,136,True,39500,True,5,None,93000,Automatyczna,None,2019
None,Audi,1984,Czarny,Benzyna,150,True,62000,None,4,None,119310,Automatyczna,None,2019
True,Opel,1398,Czerwony,Benzyna,100,True,170000,True,5,Niemcy,21999,Manualna,None,2010
None,Opel,1686,Srebrny,Diesel,110,True,173000,None,5,None,24900,Manualna,None,2014
True,Volkswagen,1390,Granatowy,Benzyna,80,True,165000,True,5,Niemcy,15900,Manualna,None,2006
None,Ford,1753,Inny kolor,Diesel,115,True,175000,None,5,None,11900,Manualna,None,2008
None,BMW,2979,Czarny,Benzyna,306,True,110000,None,5,None,92000,Automatyczna,None,2015
True,Mercedes-Benz,2987,Granatowy,Diesel,258,True,86400,True,5,Polska,189000,Automatyczna,None,2016
None,Fiat,1242,Inny kolor,Benzyna,65,True,158000,None,5,Niemcy,14900,Manualna,None,2008
True,Opel,1598,Szary,Diesel,136,True,186000,True,5,Niemcy,47900,Manualna,None,2015
True,Toyota,1986,Szary,Benzyna,152,True,9000,None,5,Polska,116850,Automatyczna,None,2022
True,BMW,2993,Czarny,Diesel,313,True,270000,True,5,Niemcy,72000,Automatyczna,None,2014
None,Audi,1984,Biały,Benzyna,190,True,57400,None,5,None,125000,Automatyczna,None,2018
